NAME,species,id,temp_treatment,time,abiotic_stress,PSII,PSI,Photosystems,Light_reactions,Photorespiration,Calvin_cycle,Rubisco,Cytochrome_b6f,CHO_metabolism,glycolysis,TCA/_org_transformation,mitochondrial_electron_transport/ATP_synthesis,lipid_metabolism,secondary_metabolism,hormone_metabolism,redox,polyamine_metabolism,signalling,protein_folding,HSPs,protein,DNA,RNA,stress,ATP_synthase_chloroplastic,D1,D2,Rubisco_activase
X7bot27..7bot27_151218.wiff..sample.1..,eucbot,bot-27,warm,heatwave,312.7045719,512.4852887,237.6684107,750.1536994,1014.485581,94.31231592,1178.492995,705.0373757,21.41565607,73.1820415,49.00264758,48.32951769,44.20235941,29.26820316,58.67053297,15.91774423,116.5630258,0.28521977,30.89452876,60.24878749,273.3677101,386.3602068,33.24447987,47.70487572,317.9228673,211.5132966,20.76897478,28.84971223,68.92429201
X9bot27..9bot27_151218.wiff..sample.1..,eucbot,bot-27,warm,post_1day,190.6108195,431.7880209,197.1840727,628.9720937,819.378482,71.41656197,898.7976787,556.928912,27.41514085,64.8957322,46.78626022,43.04429689,36.86613832,24.49179643,51.53900465,15.99870686,94.19007344,0.256063363,26.03261651,46.73202748,163.2662611,333.7328634,26.9195775,39.48654118,194.8649699,139.7705642,18.30278873,28.84810449,48.19096659
X14bot27..14bot27_151218.wiff..sample.1..,eucbot,bot-27,warm,post_6day,158.627325,622.5052929,282.1383218,904.6436147,1266.327957,115.2344136,1487.111955,908.9805842,46.79091578,121.1969565,64.9170631,63.40250536,57.76365589,47.11861083,77.8878754,26.76800791,136.8210448,0.404400049,39.70326221,43.40391446,118.0582138,479.2386579,46.74242085,64.03927036,162.9309003,274.9318922,27.8964339,45.05112898,68.97338972
X1bot27..1bot27_151216.wiff..sample.1..,eucbot,bot-27,warm,pre_heatwave,135.7731633,1139.412281,465.4244409,1604.836722,2155.989921,166.5106666,2170.073654,1257.300779,49.42025411,141.576631,53.54689858,67.50607113,61.90276103,29.59887553,73.10670669,28.59322413,160.3916763,0.686217712,37.26216698,38.47054288,84.81268619,465.476665,50.85184101,66.79680527,139.1941304,438.5085293,43.24838358,105.8149262,109.4253174
X7bot30..7bot30_151218.wiff..sample.1..,eucbot,bot-30,warm,heatwave,294.035477,418.7705072,177.7391489,596.5096561,773.2711885,75.22736196,865.138913,493.1990112,15.6003167,64.16130796,48.00927358,41.9589456,40.29424198,29.56765822,47.75282713,12.18140022,104.1846238,0.3353717,31.68264067,51.73532507,270.6122866,364.5599631,32.23726981,40.78348906,298.9774218,137.4314594,24.32767861,28.38744505,63.73197745
X9bot30..9bot30_151218.wiff..sample.1..,eucbot,bot-30,warm,post_1day,308.8399487,580.6930771,272.7556184,853.4486954,1092.799453,107.6272012,1316.671704,848.8998336,23.93423552,71.72752434,50.71758454,50.37202566,45.08254762,25.82839721,52.53344165,13.90041118,124.3188801,0.347912699,30.86473598,64.07282923,278.0453779,423.0444584,33.62742643,49.80748403,314.369386,181.4636157,19.08649865,31.36934463,81.46599792
X14bot30..14bot30_151218.wiff..sample.1..,eucbot,bot-30,warm,post_6day,216.311142,631.6642516,278.0835789,909.7478305,1228.659531,127.839732,1655.07625,1067.381136,31.1402866,121.6824217,71.86475849,72.82291272,60.21016199,50.27676801,79.32578279,20.52693084,148.8555887,0.597453048,41.26655862,61.77011237,180.1386321,602.3008899,44.53602897,71.79822786,220.5776319,246.2836412,24.62642677,37.17012572,94.00713452
X1bot30..1bot30_151218.wiff..sample.1..,eucbot,bot-30,warm,pre_heatwave,113.2475772,635.4838805,315.0118948,950.4957753,1235.692355,103.5576767,1279.763255,783.5392242,26.26999624,101.0010216,41.56645552,46.1425997,42.37834579,29.06680176,56.09556096,18.62484081,106.6236431,0.500065401,27.35589866,30.74109943,80.04399864,353.792852,34.62504425,47.60629367,115.9259594,218.8039494,27.45339501,36.1093608,69.69468907
X7bot6..7bot6_151218.wiff..sample.1..,eucbot,bot-6,home,heatwave,566.9515777,852.8236577,383.2973225,1236.12098,1589.858968,149.040942,2164.514208,1371.804234,36.85897627,103.7547316,73.86770191,79.60978839,64.67704816,60.16365174,92.42567438,29.54729067,191.5971604,0.598224972,46.30711463,103.7030503,530.6635169,624.2465742,41.56658006,71.52492594,576.7128723,267.1624575,30.862598,55.2586574,163.9233532
X9bot6..9bot6_151218.wiff..sample.1..,eucbot,bot-6,home,post_1day,600.4837438,1163.503156,483.9588701,1647.462026,2158.612606,213.7415611,2611.957436,1588.317842,50.21602199,119.2260929,80.42483943,87.94541123,72.74242191,70.85353281,105.2690606,25.31065889,222.1259378,0.689053372,48.33326281,115.936881,562.338212,683.8597843,46.47690895,82.4943726,609.5742525,416.0893727,49.71797631,83.13898356,173.2973396
X14bot6..14bot6_151214.wiff..sample.1..,eucbot,bot-6,home,post_6day,305.8027456,1069.863382,416.6377669,1486.501149,1923.611275,217.5376191,2377.888152,1493.026501,50.09439851,132.5181936,76.32329904,95.89261607,63.91221104,63.25009578,84.52551336,29.27052366,202.9399465,0.816280758,47.28935097,61.24901163,268.7124462,604.8189756,50.31487705,75.70046856,311.5481292,330.2163491,35.97897819,101.8983855,163.0173529
X1bot6..1bot6_151218.wiff..sample.1..,eucbot,bot-6,home,pre_heatwave,197.8456423,1075.733128,543.7183185,1619.451446,2312.349758,225.5494631,2650.95142,1681.431618,56.96033118,200.1183132,91.71562497,117.9126229,100.3904311,63.31724473,95.50199762,46.98059249,223.9566783,1.222516914,59.13358348,58.60714968,162.8945218,779.3136514,48.98205613,101.0936117,203.0263896,562.5075592,46.9746973,66.11541519,130.5630081
X7bot7..7bot7_151214.wiff..sample.1..,eucbot,bot-7,home,heatwave,311.3754658,656.4430993,256.329208,912.7723074,1200.978447,101.770141,1347.552308,811.7751775,32.43136906,79.21305141,50.47638591,49.42791754,43.35962571,35.43460521,59.21445771,14.22275249,125.8743275,0.308849371,34.42972941,62.60198696,271.0895883,400.9477224,46.89787427,46.81452637,317.6561578,223.7292494,24.15036232,64.6421218,103.0997939
X9bot7..9bot7_151216.wiff..sample.1..,eucbot,bot-7,home,post_1day,235.6099373,638.9750609,291.1286336,930.1036945,1180.390851,109.1237477,1485.387206,954.5275566,29.91521748,93.70326779,56.05586924,60.78692394,48.85175821,38.06032546,62.30486726,22.15584125,134.3389654,0.472657858,34.18251059,65.81574807,201.7536952,456.2269164,42.41807882,52.8101947,241.2824192,184.8151332,23.40496416,60.14201347,92.94742541
X14bot7..14bot7_151218.wiff..sample.1..,eucbot,bot-7,home,post_6day,156.885789,507.6141722,265.3681238,772.982296,1046.122027,87.62459833,1190.215169,747.8768701,41.0191976,103.4381595,55.82687678,57.31176102,48.10792793,41.49890287,65.20513225,19.14418624,119.1450917,0.555083942,35.41546064,45.69854205,122.6700462,423.1043092,34.32398458,56.5018703,160.3525425,200.3499883,24.47865311,40.16907206,57.25055201
X1bot7..1bot7_151218.wiff..sample.1..,eucbot,bot-7,home,pre_heatwave,128.240288,987.2003907,484.7185468,1471.918938,2096.375237,168.659374,2376.790513,1501.480558,70.81575841,153.6362667,58.16710321,74.42840452,61.11317755,37.30039399,67.60339509,31.75286353,155.8860383,0.610194951,39.10815685,42.19686544,87.58969313,490.1323498,37.47982866,73.36398496,131.8287821,485.3154728,36.569845,56.20896327,119.1282791
X7bter2..7bter2_151214.wiff..sample.1..,eucter,bter-2,home,heatwave,323.35736,1174.942986,448.5542217,1623.497208,2337.595569,192.8846715,2693.903894,1573.418797,36.67383992,99.47688228,64.16172107,65.24944527,56.90970195,41.90711003,91.45534625,10.30766233,203.1982566,0.46449346,40.79613048,91.35365515,282.4442907,540.5593754,62.68676928,70.10787211,330.8508983,614.0112386,41.87991568,130.5437126,221.890542
X9bter2..9bter2_151218.wiff..sample.1..,eucter,bter-2,home,post_1day,170.1398807,807.8469946,350.3057387,1158.152733,1572.106375,141.4574639,1354.016065,828.5855774,30.68591424,81.6524455,47.52072776,50.84858416,46.07158494,37.94717753,58.13101282,11.49286212,143.5217312,0.44557273,34.7331909,58.07164833,139.343505,420.2588683,45.45291816,57.43778148,175.2992069,343.4450423,37.56459031,51.06055058,101.6182576
X14bter2..14bter2_151216.wiff..sample.1..,eucter,bter-2,home,post_6day,152.2166872,1141.225855,467.4568335,1608.682688,2095.870826,200.4706704,1998.91237,1151.125163,46.3592187,124.3706629,55.14015189,64.82402581,55.38079003,27.57804904,69.50309488,13.53495153,181.1233105,0.688413608,39.64182775,45.63618925,116.5637599,470.7644594,56.85366675,68.64020811,156.6651019,380.3448048,66.97916504,97.4605624,144.6780122
X1bter2..1bter2_151218.wiff..sample.1..,eucter,bter-2,home,pre_heatwave,121.9436964,858.975432,422.657328,1281.63276,1849.783733,182.3992089,1802.073936,1036.340785,44.65906985,133.0521899,54.19532472,59.06567803,53.7997692,39.69362127,46.06136643,13.51083727,148.7252079,0.733800087,37.87936653,39.62368339,89.86014281,497.7866,44.97201557,74.50680003,125.3512658,463.3179081,34.66903195,55.95987731,116.3417973
X7bter21..7bter21_151218.wiff..sample.1..,eucter,bter-21,warm,heatwave,274.8526206,535.2700701,236.6721422,771.9422123,1050.12752,117.4424491,1376.069196,877.7172522,32.43087427,82.61446041,52.82106779,52.96723473,41.99409227,31.37087541,66.0420151,8.436574567,112.51395,0.382641148,34.33623381,67.93486676,245.631529,432.0942065,41.66907689,47.75287061,280.4703785,214.4725068,22.66771056,32.98622777,101.3846019
X9bter21..9bter21_151214.wiff..sample.1..,eucter,bter-21,warm,post_1day,211.3632229,658.9425365,243.3303313,902.2728678,1227.756398,113.5783107,1682.77261,1109.812837,24.88050789,91.18038225,59.76585507,63.82451589,50.2138366,49.16299698,68.95590353,13.34305375,132.3628081,0.572099521,45.70073725,61.22204733,162.1252409,534.6706209,79.39497346,58.65330269,217.3261308,266.4344064,22.86904019,61.83967709,124.896294
X14bter21..14bter21_151216.wiff..sample.1..,eucter,bter-21,warm,post_6day,188.9636758,712.2261968,268.9274041,981.1536009,1318.539024,158.9326683,1466.067049,879.7585745,33.1365501,120.3909771,62.81160251,73.16364227,54.05933764,30.05258946,65.86105177,13.08916291,147.9719713,0.65688004,43.58764286,42.63736785,143.2661985,510.3833297,63.88963179,60.83483827,193.9887555,262.5752109,27.94621034,62.60161335,96.46495877
X1bter21..1bter21_151218.wiff..sample.1..,eucter,bter-21,warm,pre_heatwave,136.3330722,706.7150417,313.2815948,1019.996637,1357.945067,145.1152242,1479.316301,886.9293774,33.34416798,116.5693549,50.13345436,58.41759643,49.74802223,31.59401173,51.22972923,12.24776731,115.2334598,0.62236071,39.38958723,33.06076953,94.94176507,450.2209151,48.7342759,60.88064065,139.5885859,259.8856667,32.03078034,58.70525095,92.52144761
X7bter29..7bter29_151218.wiff..sample.1..,eucter,bter-29,warm,heatwave,394.4765672,529.621262,247.8662086,777.4874706,992.8609883,103.0676089,1280.994537,835.1236015,19.6576166,80.87033014,64.77961874,47.3003059,42.2896745,26.30584727,62.62231811,10.16764812,137.7824226,0.369489824,37.82397547,79.53753708,348.2060554,453.3398027,49.39173924,53.62494631,402.0633773,166.2364831,20.01419751,35.42214259,63.95957695
X9bter29..9bter29_151214.wiff..sample.1..,eucter,bter-29,warm,post_1day,380.4747308,795.2422297,306.8301894,1102.072419,1449.954122,133.6097621,1968.154703,1339.315324,23.82494825,94.35861594,73.97036244,56.5807599,49.7869101,33.32462856,70.41969024,14.09216944,170.9562356,0.611047574,44.70491727,91.7618032,325.9594205,534.4827909,69.66875539,63.10404074,389.0647141,288.8173599,27.75664778,74.8305936,107.0375315
X14bter29..14bter29_151216.wiff..sample.1..,eucter,bter-29,warm,post_6day,150.8379196,497.260641,208.8750284,706.1356694,939.6707795,104.823121,1257.65695,787.5609174,22.02477147,82.90428996,47.48879166,41.73539316,36.60001408,21.60097436,48.76305405,11.20478469,120.3936375,0.461239574,29.67956749,35.65191413,114.4264419,361.4474467,57.37850341,50.70001711,154.9053304,179.3344156,19.6591103,48.67805435,69.74017397
X1bter29..1bter29_151218.wiff..sample.1..,eucter,bter-29,warm,pre_heatwave,138.5835511,761.9717484,365.1047671,1127.076515,1522.643865,145.7460459,1787.582351,1167.612533,34.16020652,133.866802,60.2812571,55.3427616,49.67481731,32.73416481,62.17606186,15.39453633,135.2840786,0.576702551,40.08125228,35.42379353,95.62753089,469.6567399,48.28391456,67.34103245,143.0063265,313.5760277,32.50363322,49.14079429,76.41494709
X7bter30..7bter30_151218.wiff..sample.1..,eucter,bter-30,warm,heatwave,261.1799086,408.3193035,155.974764,564.2940675,774.8660267,83.16579543,1090.601266,731.9357284,14.477225,63.66493483,40.18175697,40.79212208,33.51841323,19.45340185,47.79937862,7.164537719,92.11466721,0.270416537,27.63129103,47.35882792,217.3110031,317.971552,29.82628115,43.71990141,265.758347,173.6782317,15.12587604,26.15113239,66.49752275
X9bter30..9bter30_151218.wiff..sample.1..,eucter,bter-30,warm,post_1day,283.417257,535.0488886,228.480793,763.5296816,1003.029273,109.6858762,1246.98328,798.6877076,22.99951111,81.8944914,52.21233425,51.6863774,42.71037511,34.2582085,61.72703927,8.822164552,116.0999965,0.370142863,35.79998093,60.89805129,232.4228738,423.2411445,44.88700486,56.10762891,289.0443331,190.7054219,24.79296226,37.52765018,104.4139357
X14bter30..14bter30_151218.wiff..sample.1..,eucter,bter-30,warm,post_6day,179.7116779,400.5506268,180.480646,581.0312727,823.1520768,107.3250346,1171.27459,787.6281751,18.2595569,88.06719538,52.48907496,54.89527146,43.80262545,31.28847788,54.8650586,11.87052084,109.7853627,0.456660857,34.73530404,34.72604873,130.1657954,391.9349173,42.37755603,54.56695736,184.0012444,197.9455359,18.26413981,29.82863816,63.67693546
